game,game_comments,game_date,wrong,right
8708,2023 Champions Wildcard Hearts quarterfinal game 6.,"Show #8988 - Wednesday, December 6, 2023",1,2
8707,2023 Champions Wildcard Hearts quarterfinal game 5.,"Show #8987 - Tuesday, December 5, 2023",0,3
8706,2023 Champions Wildcard Hearts quarterfinal game 4.,"Show #8986 - Monday, December 4, 2023",1,2
8705,2023 Champions Wildcard Hearts quarterfinal game 3.,"Show #8985 - Friday, December 1, 2023",1,2
8704,2023 Champions Wildcard Hearts quarterfinal game 2.,"Show #8984 - Thursday, November 30, 2023",2,1
8702,2023 Champions Wildcard Hearts quarterfinal game 1.,"Show #8983 - Wednesday, November 29, 2023",3,0
8700,2023 Champions Wildcard Clubs final game 1.,"Show #8981 - Monday, November 27, 2023",3,0
8699,2023 Champions Wildcard Clubs semifinal game 3.,"Show #8980 - Friday, November 24, 2023",0,3
8698,2023 Champions Wildcard Clubs semifinal game 2.,"Show #8979 - Thursday, November 23, 2023",1,2
8697,2023 Champions Wildcard Clubs semifinal game 1.,"Show #8978 - Wednesday, November 22, 2023",2,1
8696,2023 Champions Wildcard Clubs quarterfinal game 9.,"Show #8977 - Tuesday, November 21, 2023",3,0
8695,2023 Champions Wildcard Clubs quarterfinal game 8.,"Show #8976 - Monday, November 20, 2023",1,2
8694,2023 Champions Wildcard Clubs quarterfinal game 7.,"Show #8975 - Friday, November 17, 2023",2,1
8693,2023 Champions Wildcard Clubs quarterfinal game 6.,"Show #8974 - Thursday, November 16, 2023",2,1
8691,2023 Champions Wildcard Clubs quarterfinal game 5.,"Show #8973 - Wednesday, November 15, 2023",3,0
8690,2023 Champions Wildcard Clubs quarterfinal game 4.,"Show #8972 - Tuesday, November 14, 2023",1,2
8685,2023 Champions Wildcard Clubs quarterfinal game 3.,"Show #8971 - Monday, November 13, 2023",0,3
8673,2023 Champions Wildcard Clubs quarterfinal game 2.,"Show #8970 - Friday, November 10, 2023",1,2
8670,2023 Champions Wildcard Clubs quarterfinal game 1.,"Show #8969 - Thursday, November 9, 2023",1,2
8665,2023 Champions Wildcard Diamonds final game 1.,"Show #8967 - Tuesday, November 7, 2023",1,2
8664,2023 Champions Wildcard Diamonds semifinal game 3.,"Show #8966 - Monday, November 6, 2023",2,1
8662,2023 Champions Wildcard Diamonds semifinal game 2.,"Show #8965 - Friday, November 3, 2023",3,0
8661,2023 Champions Wildcard Diamonds semifinal game 1.,"Show #8964 - Thursday, November 2, 2023",1,2
8659,2023 Champions Wildcard Diamonds quarterfinal game 9.,"Show #8963 - Wednesday, November 1, 2023",2,1
8658,2023 Champions Wildcard Diamonds quarterfinal game 8.,"Show #8962 - Tuesday, October 31, 2023",3,0
8657,2023 Champions Wildcard Diamonds quarterfinal game 7.,"Show #8961 - Monday, October 30, 2023",2,1
8656,2023 Champions Wildcard Diamonds quarterfinal game 6.,"Show #8960 - Friday, October 27, 2023",2,1
8655,2023 Champions Wildcard Diamonds quarterfinal game 5.,"Show #8959 - Thursday, October 26, 2023",1,2
8653,2023 Champions Wildcard Diamonds quarterfinal game 4.,"Show #8958 - Wednesday, October 25, 2023",3,0
8650,2023 Champions Wildcard Diamonds quarterfinal game 3.,"Show #8957 - Tuesday, October 24, 2023",2,1
8649,2023 Champions Wildcard Diamonds quarterfinal game 2.,"Show #8956 - Monday, October 23, 2023",1,2
8643,2023 Champions Wildcard Diamonds quarterfinal game 1.,"Show #8955 - Friday, October 20, 2023",1,2
8639,2023 Champions Wildcard Spades final game 1.,"Show #8953 - Wednesday, October 18, 2023",0,3
8638,2023 Champions Wildcard Spades semifinal game 3.,"Show #8952 - Tuesday, October 17, 2023",2,1
8637,2023 Champions Wildcard Spades semifinal game 2.,"Show #8951 - Monday, October 16, 2023",2,1
8625,2023 Champions Wildcard Spades semifinal game 1.,"Show #8950 - Friday, October 13, 2023",3,0
8622,2023 Champions Wildcard Spades quarterfinal game 9.,"Show #8949 - Thursday, October 12, 2023",1,2
8619,2023 Champions Wildcard Spades quarterfinal game 8.,"Show #8948 - Wednesday, October 11, 2023",3,0
8617,2023 Champions Wildcard Spades quarterfinal game 7.,"Show #8947 - Tuesday, October 10, 2023",2,1
8615,2023 Champions Wildcard Spades quarterfinal game 6.,"Show #8946 - Monday, October 9, 2023",2,1
8610,2023 Champions Wildcard Spades quarterfinal game 5.,"Show #8945 - Friday, October 6, 2023",2,1
8608,2023 Champions Wildcard Spades quarterfinal game 4.,"Show #8944 - Thursday, October 5, 2023",2,1
8603,2023 Champions Wildcard Spades quarterfinal game 3.,"Show #8943 - Wednesday, October 4, 2023",2,1
8600,2023 Champions Wildcard Spades quarterfinal game 2.,"Show #8942 - Tuesday, October 3, 2023",2,1
8598,2023 Champions Wildcard Spades quarterfinal game 1.,"Show #8941 - Monday, October 2, 2023",3,0
8595,"2023 Second Chance competition week 3, final game 1.","Show #8939 - Thursday, September 28, 2023",0,3
8593,"2023 Second Chance competition week 3, semifinal game 3.","Show #8938 - Wednesday, September 27, 2023",0,3
8592,"2023 Second Chance competition week 3, semifinal game 2.","Show #8937 - Tuesday, September 26, 2023",1,2
8591,"2023 Second Chance competition week 3, semifinal game 1.","Show #8936 - Monday, September 25, 2023",0,3
8589,"2023 Second Chance competition week 2, final game 1.","Show #8934 - Thursday, September 21, 2023",2,1
8588,"2023 Second Chance competition week 2, semifinal game 3.","Show #8933 - Wednesday, September 20, 2023",0,3
8587,"2023 Second Chance competition week 2, semifinal game 2.","Show #8932 - Tuesday, September 19, 2023",2,1
8586,"2023 Second Chance competition week 2, semifinal game 1.","Show #8931 - Monday, September 18, 2023",2,1
8584,"2023 Second Chance competition week 1, final game 1.","Show #8929 - Thursday, September 14, 2023",2,1
8582,"2023 Second Chance competition week 1, semifinal game 3.","Show #8928 - Wednesday, September 13, 2023",2,1
8581,"2023 Second Chance competition week 1, semifinal game 2.","Show #8927 - Tuesday, September 12, 2023",0,3
8580,"First game of Season 40.
2023 Second Chance competition week 1, semifinal game 1.
Ken Jennings hosts.","Show #8926 - Monday, September 11, 2023",1,2
8342,"Lucas Partridge game 3.
Last game of Season 39.","Show #8925 - Friday, July 28, 2023",2,1
8340,Lucas Partridge game 2.,"Show #8924 - Thursday, July 27, 2023",0,3
8336,Lucas Partridge game 1.,"Show #8923 - Wednesday, July 26, 2023",0,3
8332,,"Show #8922 - Tuesday, July 25, 2023",1,2
8330,,"Show #8921 - Monday, July 24, 2023",2,1
8326,,"Show #8920 - Friday, July 21, 2023",2,1
8324,,"Show #8919 - Thursday, July 20, 2023",2,1
8322,,"Show #8918 - Wednesday, July 19, 2023",1,2
8320,,"Show #8917 - Tuesday, July 18, 2023",0,3
8318,,"Show #8916 - Monday, July 17, 2023",1,2
8310,,"Show #8915 - Friday, July 14, 2023",1,2
8307,,"Show #8914 - Thursday, July 13, 2023",1,2
8302,,"Show #8913 - Wednesday, July 12, 2023",0,3
8291,,"Show #8912 - Tuesday, July 11, 2023",2,1
8285,,"Show #8911 - Monday, July 10, 2023",2,1
8266,,"Show #8910 - Friday, July 7, 2023",1,2
8255,,"Show #8909 - Thursday, July 6, 2023",1,2
8246,,"Show #8908 - Wednesday, July 5, 2023",2,1
8233,,"Show #8907 - Tuesday, July 4, 2023",3,0
8222,Ken Jennings hosts.,"Show #8906 - Monday, July 3, 2023",3,0
8206,Last syndicated show hosted by Mayim Bialik.,"Show #8905 - Friday, June 30, 2023",2,1
8202,,"Show #8904 - Thursday, June 29, 2023",3,0
8196,,"Show #8903 - Wednesday, June 28, 2023",0,3
8186,,"Show #8902 - Tuesday, June 27, 2023",2,1
8181,,"Show #8901 - Monday, June 26, 2023",1,2
8169,Ben Goldstein game 6.,"Show #8900 - Friday, June 23, 2023",2,1
8167,Ben Goldstein game 5.,"Show #8899 - Thursday, June 22, 2023",2,1
8161,Ben Goldstein game 4.,"Show #8898 - Wednesday, June 21, 2023",1,2
8146,Ben Goldstein game 3.,"Show #8897 - Tuesday, June 20, 2023",2,0
8134,Ben Goldstein game 2.,"Show #8896 - Monday, June 19, 2023",2,0
8107,Ben Goldstein game 1.,"Show #8895 - Friday, June 16, 2023",3,0
8099,,"Show #8894 - Thursday, June 15, 2023",1,2
8096,Suresh Krishnan game 7.,"Show #8893 - Wednesday, June 14, 2023",3,0
8092,Suresh Krishnan game 6.,"Show #8892 - Tuesday, June 13, 2023",1,2
8082,Suresh Krishnan game 5.,"Show #8891 - Monday, June 12, 2023",2,1
8053,Suresh Krishnan game 4.,"Show #8890 - Friday, June 9, 2023",2,1
8046,Suresh Krishnan game 3.,"Show #8889 - Thursday, June 8, 2023",2,1
8041,Suresh Krishnan game 2.,"Show #8888 - Wednesday, June 7, 2023",1,2
8034,Jared Watson game 4. Suresh Krishnan game 1.,"Show #8887 - Tuesday, June 6, 2023",1,2
8029,Jared Watson game 3.,"Show #8886 - Monday, June 5, 2023",1,2
8018,Jared Watson game 2.,"Show #8885 - Friday, June 2, 2023",2,1
8016,Jared Watson game 1.,"Show #8884 - Thursday, June 1, 2023",1,2
8009,,"Show #8883 - Wednesday, May 31, 2023",3,0
8005,,"Show #8882 - Tuesday, May 30, 2023",3,0
8001,,"Show #8881 - Monday, May 29, 2023",1,2
7985,,"Show #8880 - Friday, May 26, 2023",3,0
7983,,"Show #8879 - Thursday, May 25, 2023",0,3
7981,,"Show #8878 - Wednesday, May 24, 2023",3,0
7977,Ben Chan game 10.,"Show #8877 - Tuesday, May 23, 2023",3,0
7970,Ben Chan game 9.,"Show #8876 - Monday, May 22, 2023",1,2
7954,Ben Chan game 8.,"Show #8875 - Friday, May 19, 2023",0,3
7947,Ben Chan game 7.,"Show #8874 - Thursday, May 18, 2023",1,2
7940,Ben Chan game 6.,"Show #8873 - Wednesday, May 17, 2023",1,2
7935,Ben Chan game 5.,"Show #8872 - Tuesday, May 16, 2023",2,1
7930,"Hannah Wilson game 9.
Ben Chan game 4.","Show #8871 - Monday, May 15, 2023",0,3
7924,Hannah Wilson game 8.,"Show #8870 - Friday, May 12, 2023",1,1
7922,Hannah Wilson game 7.,"Show #8869 - Thursday, May 11, 2023",0,3
7918,Hannah Wilson game 6.,"Show #8868 - Wednesday, May 10, 2023",2,0
7914,Hannah Wilson game 5.,"Show #8867 - Tuesday, May 9, 2023",1,2
7909,"Hannah Wilson game 4.
Juveria Zaheer game 1.","Show #8866 - Monday, May 8, 2023",2,1
7903,Hannah Wilson game 3.,"Show #8865 - Friday, May 5, 2023",1,2
7901,Hannah Wilson game 2.,"Show #8864 - Thursday, May 4, 2023",1,2
7894,"Kevin Belle game 4.
Hannah Wilson game 1.","Show #8863 - Wednesday, May 3, 2023",1,2
7885,Kevin Belle game 3.,"Show #8862 - Tuesday, May 2, 2023",1,2
7880,"Kevin Belle game 2.
Mayim Bialik hosts.","Show #8861 - Monday, May 1, 2023",3,0
7870,Kevin Belle game 1.,"Show #8860 - Friday, April 28, 2023",3,0
7866,,"Show #8859 - Thursday, April 27, 2023",2,1
7864,,"Show #8858 - Wednesday, April 26, 2023",3,0
7862,,"Show #8857 - Tuesday, April 25, 2023",3,0
7859,,"Show #8856 - Monday, April 24, 2023",2,1
7854,,"Show #8855 - Friday, April 21, 2023",1,2
7852,,"Show #8854 - Thursday, April 20, 2023",3,0
7850,Deb Bilodeau game 2.,"Show #8853 - Wednesday, April 19, 2023",3,0
7848,Deb Bilodeau game 1.,"Show #8852 - Tuesday, April 18, 2023",0,3
7846,Fourth game in which reigning champion did not return.,"Show #8851 - Monday, April 17, 2023",2,1
7842,Ben Chan game 3.,"Show #8850 - Friday, April 14, 2023",1,2
7840,Ben Chan game 2.,"Show #8849 - Thursday, April 13, 2023",1,2
7838,Ben Chan game 1.,"Show #8848 - Wednesday, April 12, 2023",2,1
7836,,"Show #8847 - Tuesday, April 11, 2023",3,0
7833,,"Show #8846 - Monday, April 10, 2023",0,3
7829,Brian Henegar game 4.,"Show #8845 - Friday, April 7, 2023",3,0
7827,Brian Henegar game 3.,"Show #8844 - Thursday, April 6, 2023",3,0
7821,Brian Henegar game 2.,"Show #8843 - Wednesday, April 5, 2023",3,0
7816,Brian Henegar game 1.,"Show #8842 - Tuesday, April 4, 2023",2,1
7809,,"Show #8841 - Monday, April 3, 2023",3,0
7796,,"Show #8840 - Friday, March 31, 2023",2,1
7793,,"Show #8839 - Thursday, March 30, 2023",2,0
7791,,"Show #8838 - Wednesday, March 29, 2023",3,0
7788,,"Show #8837 - Tuesday, March 28, 2023",1,2
7786,,"Show #8836 - Monday, March 27, 2023",2,1
7779,,"Show #8835 - Friday, March 24, 2023",2,1
7777,Melissa Klapper game 4.,"Show #8834 - Thursday, March 23, 2023",2,1
7776,Melissa Klapper game 3.,"Show #8833 - Wednesday, March 22, 2023",1,2
7774,Melissa Klapper game 2.,"Show #8832 - Tuesday, March 21, 2023",3,0
7772,Melissa Klapper game 1.,"Show #8831 - Monday, March 20, 2023",0,3
7768,Stephen Webb game 9.,"Show #8830 - Friday, March 17, 2023",2,1
7766,Stephen Webb game 8.,"Show #8829 - Thursday, March 16, 2023",2,0
7764,Stephen Webb game 7.,"Show #8828 - Wednesday, March 15, 2023",3,0
7762,Stephen Webb game 6.,"Show #8827 - Tuesday, March 14, 2023",1,2
7760,Stephen Webb game 5.,"Show #8826 - Monday, March 13, 2023",2,1
7756,"Stephen Webb game 4.
Ken Jennings hosts.","Show #8825 - Friday, March 10, 2023",3,0
7752,"2023 High School Reunion Tournament final game 1.
A production error made the final scores visible during Mayim's opening monologue.","Show #8823 - Wednesday, March 8, 2023",2,1
7750,2023 High School Reunion Tournament semifinal game 3.,"Show #8822 - Tuesday, March 7, 2023",2,1
7748,2023 High School Reunion Tournament semifinal game 2.,"Show #8821 - Monday, March 6, 2023",3,0
7744,2023 High School Reunion Tournament semifinal game 1.,"Show #8820 - Friday, March 3, 2023",2,1
7742,2023 High School Reunion Tournament quarterfinal game 9.,"Show #8819 - Thursday, March 2, 2023",1,1
7740,2023 High School Reunion Tournament quarterfinal game 8.,"Show #8818 - Wednesday, March 1, 2023",1,2
7738,2023 High School Reunion Tournament quarterfinal game 7.,"Show #8817 - Tuesday, February 28, 2023",1,2
7736,2023 High School Reunion Tournament quarterfinal game 6.,"Show #8816 - Monday, February 27, 2023",1,2
7730,2023 High School Reunion Tournament quarterfinal game 5.,"Show #8815 - Friday, February 24, 2023",1,2
7728,2023 High School Reunion Tournament quarterfinal game 4.,"Show #8814 - Thursday, February 23, 2023",0,3
7726,2023 High School Reunion Tournament quarterfinal game 3.,"Show #8813 - Wednesday, February 22, 2023",2,1
7724,2023 High School Reunion Tournament quarterfinal game 2.,"Show #8812 - Tuesday, February 21, 2023",2,1
7722,"2023 High School Reunion Tournament quarterfinal game 1.
Mayim Bialik hosts.","Show #8811 - Monday, February 20, 2023",2,1
7718,Stephen Webb game 3.,"Show #8810 - Friday, February 17, 2023",2,1
7716,Stephen Webb game 2.,"Show #8809 - Thursday, February 16, 2023",2,1
7714,Stephen Webb game 1.,"Show #8808 - Wednesday, February 15, 2023",1,2
7712,,"Show #8807 - Tuesday, February 14, 2023",2,1
7710,,"Show #8806 - Monday, February 13, 2023",1,2
7705,,"Show #8805 - Friday, February 10, 2023",2,1
7703,,"Show #8804 - Thursday, February 9, 2023",2,1
7701,Matthew Marcus game 5.,"Show #8803 - Wednesday, February 8, 2023",1,2
7699,Matthew Marcus game 4.,"Show #8802 - Tuesday, February 7, 2023",1,2
7697,Matthew Marcus game 3.,"Show #8801 - Monday, February 6, 2023",0,3
7692,Matthew Marcus game 2.,"Show #8800 - Friday, February 3, 2023",1,2
7689,Matthew Marcus game 1.,"Show #8799 - Thursday, February 2, 2023",0,3
7687,Jake DeArruda game 4.,"Show #8798 - Wednesday, February 1, 2023",2,1
7684,Jake DeArruda game 3.,"Show #8797 - Tuesday, January 31, 2023",3,0
7682,Jake DeArruda game 2.,"Show #8796 - Monday, January 30, 2023",3,0
7678,"Troy Meyer game 7.
Jake DeArruda game 1.","Show #8795 - Friday, January 27, 2023",3,0
7675,Troy Meyer game 6.,"Show #8794 - Thursday, January 26, 2023",1,2
7672,Troy Meyer game 5.,"Show #8793 - Wednesday, January 25, 2023",0,3
7670,Troy Meyer game 4.,"Show #8792 - Tuesday, January 24, 2023",0,3
7668,Troy Meyer game 3.,"Show #8791 - Monday, January 23, 2023",0,2
7664,Troy Meyer game 2.,"Show #8790 - Friday, January 20, 2023",1,2
7662,Troy Meyer game 1.,"Show #8789 - Thursday, January 19, 2023",2,1
7660,,"Show #8788 - Wednesday, January 18, 2023",0,2
7658,,"Show #8787 - Tuesday, January 17, 2023",3,0
7656,Yogesh Raut game 4.,"Show #8786 - Monday, January 16, 2023",3,0
7651,Yogesh Raut game 3.,"Show #8785 - Friday, January 13, 2023",1,1
7648,"Yogesh Raut game 2.
Game in which 61 correct responses were given (with 4 rebounds).","Show #8784 - Thursday, January 12, 2023",2,1
7646,Yogesh Raut game 1.,"Show #8783 - Wednesday, January 11, 2023",0,3
7642,,"Show #8782 - Tuesday, January 10, 2023",3,0
7640,,"Show #8781 - Monday, January 9, 2023",0,3
7636,,"Show #8780 - Friday, January 6, 2023",2,1
7632,,"Show #8779 - Thursday, January 5, 2023",0,2
7628,,"Show #8778 - Wednesday, January 4, 2023",2,1
7622,Ray Lalonde game 14.,"Show #8777 - Tuesday, January 3, 2023",0,3
7617,Ray Lalonde game 13.,"Show #8776 - Monday, January 2, 2023",1,2
7611,Ray Lalonde game 12.,"Show #8775 - Friday, December 30, 2022",0,3
7605,Ray Lalonde game 11.,"Show #8774 - Thursday, December 29, 2022",1,2
7602,Ray Lalonde game 10.,"Show #8773 - Wednesday, December 28, 2022",1,2
7598,Ray Lalonde game 9.,"Show #8772 - Tuesday, December 27, 2022",0,3
7594,Ray Lalonde game 8.,"Show #8771 - Monday, December 26, 2022",1,2
7587,Ray Lalonde game 7.,"Show #8770 - Friday, December 23, 2022",2,1
7584,Ray Lalonde game 6.,"Show #8769 - Thursday, December 22, 2022",1,2
7582,Ray Lalonde game 5.,"Show #8768 - Wednesday, December 21, 2022",1,2
7579,Ray Lalonde game 4.,"Show #8767 - Tuesday, December 20, 2022",3,0
7578,Ray Lalonde game 3.,"Show #8766 - Monday, December 19, 2022",2,1
7565,Ray Lalonde game 2.,"Show #8765 - Friday, December 16, 2022",2,1
7560,"Sean McShane game 4.
Ray Lalonde game 1.","Show #8764 - Thursday, December 15, 2022",0,3
7557,Sean McShane game 3.,"Show #8763 - Wednesday, December 14, 2022",2,1
7555,Sean McShane game 2.,"Show #8762 - Tuesday, December 13, 2022",0,3
7554,Sean McShane game 1.,"Show #8761 - Monday, December 12, 2022",3,0
7551,,"Show #8760 - Friday, December 9, 2022",1,2
7549,,"Show #8759 - Thursday, December 8, 2022",3,0
7547,,"Show #8758 - Wednesday, December 7, 2022",3,0
7546,Cris Pannullo game 22.,"Show #8757 - Tuesday, December 6, 2022",2,1
7545,Cris Pannullo game 21.,"Show #8756 - Monday, December 5, 2022",1,2
7541,Cris Pannullo game 20.,"Show #8755 - Friday, December 2, 2022",0,3
7539,Cris Pannullo game 19.,"Show #8754 - Thursday, December 1, 2022",1,2
7537,Cris Pannullo game 18.,"Show #8753 - Wednesday, November 30, 2022",2,1
7534,Cris Pannullo game 17.,"Show #8752 - Tuesday, November 29, 2022",1,2
7532,Cris Pannullo game 16.,"Show #8751 - Monday, November 28, 2022",3,0
7529,Cris Pannullo game 15.,"Show #8750 - Friday, November 25, 2022",2,1
7527,Cris Pannullo game 14.,"Show #8749 - Thursday, November 24, 2022",1,2
7521,Cris Pannullo game 13.,"Show #8748 - Wednesday, November 23, 2022",2,1
7519,Cris Pannullo game 12.,"Show #8747 - Tuesday, November 22, 2022",2,1
7518,2022 Tournament of Champions final game 6.,"Show #8746 - Monday, November 21, 2022",1,2
7516,2022 Tournament of Champions final game 5.,"Show #8745 - Friday, November 18, 2022",1,2
7515,2022 Tournament of Champions final game 4.,"Show #8744 - Thursday, November 17, 2022",3,0
7513,2022 Tournament of Champions final game 3.,"Show #8743 - Wednesday, November 16, 2022",2,1
7512,2022 Tournament of Champions final game 2.,"Show #8742 - Tuesday, November 15, 2022",3,0
7511,2022 Tournament of Champions final game 1.,"Show #8741 - Monday, November 14, 2022",1,2
7507,2022 Tournament of Champions semifinal game 3.,"Show #8740 - Friday, November 11, 2022",3,0
